outlet,text,author,user_location,published_at,likes,reply_count,source
BBC,"A Nigerian senator who alleged she was sexually harassed by the Senate President has told the BBC the Senate operates like a ""cult"".

Natasha Akpoti-Uduaghan was suspended for 6 months after submitting a petition saying she had been harassed by Senate President Godswill Akpabio https://t.co/pJA4uKvzEF",Skypenewsnaija,"Lagos, Nigeria",Wed Mar 19 18:53:03 +0000 2025,1,0,X_Apify
BBC,"Breaking News :
Natasha Akpoti-Uduaghan: 'The Nigerian Senate is like a cult'

Source: BBC
 https://t.co/hepMwxdB1g

Shared via the Google App",WestMedia,"Nottingham, England",Wed Mar 19 16:01:15 +0000 2025,0,0,X_Apify
BBC,"'NIGERIAN SENATE IS RUN LIKE A CULT', SUSPENDED MP TELLS BBC 

A Nigerian senator who alleged she was sexually harassed by one of the country's top politicians has told the BBC the Senate operates like a ""cult"".

A fortnight ago, Natasha Akpoti-Uduaghan was suspended for six months after submitting a petition saying she had been harassed by Senate President Godswill Akpabio, which he denies.

His office also rejected the cult comparison - the latest twist in a row that has gripped Nigeria, raising questions about gender equality in the socially conservative nation.

Akpoti-Uduaghan said she was being punished for speaking out against the system and that she now feared for her and her two-year-old's safety as her security detail had been stripped.

""The Nigerian Senate operates like a cult. The Senate president runs the Senate like a dictator, not a democrat. There is no freedom of speech, there is no freedom of expression and anyone who dares to go against him gets cut to size,"" the 45-year-old said in the first TV interview since her suspension.

In a statement to the BBC, the Senate's Deputy Chief Whip Onyekachi Nwebonyi said Senator Akpoti-Uduaghan was not being silenced and that ""her own legislative activities disprove this claim"".

Akpoti-Uduaghan, who represents the opposition Peoples Democratic Party (PDP), alleged that the sexual harassment started in 2023, when she visited Akpabio's country home with her husband.

She said the Akpabio ""squeezed her hand suggestively"" and said ""I will make an opportunity for us to come here and have a good moment"".

Nwebonyi, who says he was also present during the visit, stated: ""At no time during the period in question did the Senate president make any unwanted sexual advances to Senator Akpoti at his country house.""

But Akpoti-Uduaghan alleged that this was just one incident of many and that the harassment continued for several months.

She said that, while with other senators on the Senate's premises, Akpabio made a comment to the effect of: ""Natasha your husband is really enjoying, it looks like you'll be able to make good movements with your waist.""

""The Senate president said this,"" Akpoti-Uduaghan told the BBC.

""He makes very sexist statements then they [senators] all laugh. He says in the Senate we're all men, she should be used to this.""

On his part, Nwebonyi said these allegations were ""completely false"".

Nigeria has one of the lowest numbers of female parliamentarians in Africa.

Akpoti-Uduaghan one of four female senators in a parliament of 109 members and she is also the first female senator in her state.

Her petition against Akpabio was dismissed due to ""procedural errors"".

Then, on 6 March, the ethics committee handed Akpoti-Uduaghan a six-month suspension without pay, citing ""unruly and disruptive"" behaviour during a debate in the Senate.

Akpoti-Uduaghan told the BBC that she no longer had access to security as a result of the suspension.

""In the Nigerian space, we have had people over the past decades who have been killed for having strong views against the government,"" she said.

""If I'm taking my kid for a walk - because I have a two-year-old - will I be killed? Will I be attacked?""

Civil society groups in the country have expressed concerns over Akpoti-Uduaghan's treatment, calling for a transparent investigation into her allegations.

""All we can say is that today is a sad day for Nigerian women fighting for emancipation. Out of 109 senators, only four are women and one is now suspended,"" women's rights activist Hadiza Ado told the BBC when the suspension was imposed.

While rights groups and some social media users have expressed their support for Akpoti-Uduaghan, she also has her fair share of detractors.

After she was suspended, two groups of protesters gathered near parliament in the capital, Abuja - one backing the senate president and the other in support of his colleague, chanting ''Akpabio must go''.

Akpoti-Uduaghan had also been subjected to an onslaught of misogynist abuse on social media since making the allegations, she told the BBC.

The scandal is the latest episode in a political career that has been rocky from the outset.

Akpoti-Uduaghan first ran for governor of Kogi state in 2019 and alleged that her candidacy was challenged over her mixed-race heritage.

She eventually appeared on the ballot, but was subjected to physical and verbal attacks during her campaign.

In 2023, she ran for Senate and lost the election. The poll was marred by violence and after Akpoti-Uduaghan took the matter to court, the election result was overturned.

""I thought the worst was over with the elections,"" she told the BBC.

""But for a woman I guess it's never really over right? It's just different parts, different chapters.""

Akpoti-Uduaghan has taken legal action in an attempt to have her suspension overturned and plans to petition the Senate again with her sexual harassment allegations.

Despite the heavy emotional toll, she said she did not regret speaking out.

She said she feels encouraged by her husband, child and the masses of supporters outside her family, which include female politicians from other African countries.

""I have gotten calls on a daily basis from women connecting with me and telling me they are experiencing the same thing in their parliament, but that they can't speak up,"" she said.

""They say, Natasha, do this for us. This is my story and my story is that of many women in Nigeria that do not have the courage to speak up."" [BBC News]",Diamond Media,"Lusaka, Zambia.",Wed Mar 19 07:09:52 +0000 2025,5,0,X_Apify
BBC,"Senator Natasha Akpoti-Uduaghan has described the Senate as operating like a cult, claiming lawmakers fear speaking out.

In a BBC interview, she reiterated her sexual harassment allegations against Senate President Godswill Akpabio, days after taking the matter to the UN. She accused the Senate of silencing her by suspending her for six months.

Akpoti-Uduaghan detailed incidents where Akpabio allegedly made inappropriate remarks and gestures. However, Senate Deputy Chief Whip Onyekachi Nwaebonyi dismissed her claims, insisting Akpabio never acted inappropriately.

#natasha #lawmakers #akpabio",Trust TV News,ABUJA,Tue Mar 18 18:26:20 +0000 2025,3,0,X_Apify
BBC,"Suspended senator Natasha Akpoti-Uduaghan has made fresh allegations against Senate President Godswill Akpabio, claiming he sexually harassed her before their recent clash in the Senate.
.
In an interview with the BBC released on Tuesday, March 18, the Kogi Central lawmaker described her six-month suspension as a deliberate attempt to suppress her voice.
.
“I am being victimised. My suspension is a means of silencing me,” she asserted.
.
Akpoti-Uduaghan was suspended on March 6 for ""gross misconduct"" after failing to appear before the Senate Ethics and Privileges Committee.
https://t.co/14Nz0DX4ta
.",Pulse Nigeria,,Tue Mar 18 17:40:25 +0000 2025,23,0,X_Apify
BBC,"Breaking News: Senator Natasha Akpoti Uduaghan have presented the sexual harassment EVIDENCE to BBC Africa.

Take a listen https://t.co/DspRS2Z3HH",Pst Okezie JAMES Atañi 🦨,"Ahead to Aso Rock Villa,",Tue Mar 18 15:27:03 +0000 2025,63,0,X_Apify
BBC,"Senator Natasha Akpoti tells it all in new interview with BBC. Reveals details ...
https://t.co/PFGjs0pEPB",NigeriaGateway,USA,Tue Mar 18 14:28:34 +0000 2025,1,0,X_Apify
X_General,"Na up to nine cases bin dey in front of di Appeal court ontop PDP mata as dia crisis kontinu. 

Pipo like Bukola Saraki, Natasha Akpoti and odas still believe say hope still dey for di party wey don lose many of dia govnors.

Full tori: https://t.co/nM5dxRa1cd",BBC News Pidgin,"Lagos, Nigeria",Wed Mar 11 09:50:21 +0000 2026,0,0,X_Apify
X_General,"Di large crowd of supporters follow Senator Natasha Akpoti march from di FCT High Court to di National Assembly until she enta di premises before police release teargas to scata di crowd.
https://t.co/Kvwkg2LVgU",BBC News Pidgin,"Lagos, Nigeria",Tue Sep 23 13:07:59 +0000 2025,1,0,X_Apify
BBC,"The Senator representing Kogi Central, Natasha Akpoti-Uduaghan, has described her suspension from the Nigerian Senate as a deliberate attempt to silence her.

Akpoti-Uduaghan disclosed that she is being victimised.

She stated this in an interview with the BBC on Tuesday.

“I am being victimised. My suspension is a way to silence me,” she said.",Naija News Page,Nigeria,Tue Mar 18 13:14:54 +0000 2025,0,0,X_Apify
BBC,"“I am being vi¢timised. My suspension is a means of silencing me.”

~  Senator Natasha H Akpoti  reveals on BBC

🎥: BBC https://t.co/ZCI9EvejGt",#AbujaTwítterCommunity,Abuja,Tue Mar 18 12:47:02 +0000 2025,0,0,X_Apify
BBC,Natasha Akpoti To BBC: My Suspension Meant To Silence Me https://t.co/DovX73vDpK,HB Report,🇳🇬 🌄 🇬🇧🇺🇸🌍,Tue Mar 18 12:18:12 +0000 2025,0,0,X_Apify
BBC,"Senator Natasha Akpoti-Uduaghan has told BBC That She Experienced Sexual Moves From The Senate President, Godswill Akpabio 
https://t.co/vsYd8nYT0L",Goldmyne Africa,"Lagos, Nigeria",Tue Mar 18 12:13:28 +0000 2025,2,0,X_Apify
BBC,"Senator Natasha Akpoti will be on CNN or BBC soon.

It's about the blow up for Akpabio now and the Nigerian Senate",NDC VANGUARD,"Abuja, Nigeria",Tue Mar 11 07:27:26 +0000 2025,1,0,X_Apify
BBC,"This image is a collection of international news headlines and articles from various sources - Al Jazeera English, ABC News, DW News, Yahoo! News, CBS News, and BBC News - consistently reporting on a story involving the suspension of Nigerian Senator Natasha Akpoti-Uduaghan… https://t.co/z8cCsombfm",chidinma onyejiuwa,,Sat Mar 08 10:09:59 +0000 2025,1,0,X_Apify
BBC,"@_Toby_Forbes @HolyS37191 @sirvregas @ARISEtv Y'all have succeeded in making the Nigerian State a global Mockery. Did u by chance stumble on the Natasha Akpoti analysis on BBC? Shame on a new level while u are here talking about evidence for a woman that wasn't even given a fair hearing,case is not in court yet, disgusted.",Mr Ameh,"Lagos, Nigeria",Sat Mar 08 07:49:55 +0000 2025,1,0,X_Apify
BBC,"The shameful behavior of @NGRSenate and its President @Senator_Akpabio over the unlawful suspension of Senator Natasha Akpoti-Uduaghan is global! BBC, DW (Germany), AP, CBS News, ABC News, Aljazeera and many more! Keep tagging the global media houses https://t.co/u9KMVFwKJq",Omawumi O,Heaven on Earth,Fri Mar 07 23:26:34 +0000 2025,1,0,X_Apify
X_General,"Nigerian senator Natasha Akpoti-Uduaghan, who was suspended after accusing the senate president of sexual harassment, which he denies, has been refused entry to the parliamentary complex.

https://t.co/XoTmptgDxA https://t.co/ShJQht0mOv",BBC News Africa,,Tue Jul 22 17:59:06 +0000 2025,70,0,X_Apify
BBC,Natasha Akpoti-Uduaghan: Suspended Nigerian senator refused entry to National Assembly - BBC News https://t.co/4Hc9JK87Sb,Syeda Shabana Ashraf,"أبوظبي, الامارات العربية المتح",Tue Jul 22 16:24:32 +0000 2025,0,0,X_Apify
X_General,"UPDATE: Senator Natasha Akpoti-Uduaghan told me she believes the charges are an attempt to ""intimidate her"" and make her ""fall in line"" after she accused Senate president Godswill Akpabio of sexual harassment in February.

Full story: https://t.co/v8ngH5vkHk",Yemisi Adegoke,Lagos/ London,Fri May 23 17:20:29 +0000 2025,8,0,X_Apify
X_General,"The Nigerian government has pressed charges against Senator  Natasha Akpoti-Uduaghan who accused the Senate president Godswill Akpabio, and Yahaya Bello, a former state governor of plotting to kill her.
https://t.co/kd1uWFlECO https://t.co/M0KNxYv4ly",BBC News Africa,,Fri May 23 11:46:07 +0000 2025,75,0,X_Apify
BBC,"Natasha Akpoti-Uduaghan says the system is trying ""silence"" her after she made sexual harassment allegations.

Source: BBC News https://t.co/jlJbaMf9Ae",'𝓴𝓮𝓶,United Kingdom,Thu Mar 20 20:13:16 +0000 2025,0,0,X_Apify
BBC,"Nigeria has one of Africa’s lowest numbers of female parliamentarians. The suspension of Senator Natasha Akpoti-Uduaghan, one of four women in the 109-member senate sparked protests and online misogynistic abuse. The BBC's @briticoyemo has more. 

🔗 https://t.co/6dNf58X7SD https://t.co/WNX65Iazf9",BBC News Africa,,Thu Mar 20 17:02:04 +0000 2025,3231,0,X_Apify
BBC,"Breaking News :
Natasha Akpoti-Uduaghan: 'The Nigerian Senate is like a cult'

Source: BBC
 https://t.co/hepMwxdB1g

Shared via the Google App",WestMedia,"Nottingham, England",Wed Mar 19 16:01:15 +0000 2025,0,0,X_Apify
X_General,"Nigerian lawmakers have suspended a senator for six months, a day after she submitted a petition alleging she had been sexually harassed by the senate president.

Natasha Akpoti-Uduaghan last Friday made the accusations against Godswill Akpabio. https://t.co/f7FId5TJqH https://t.co/uySKa2Ue2w",Naija_fly,"Abuja, Nigeria",Fri Mar 07 22:02:32 +0000 2025,1,0,X_Apify
X_General,"Nigerian lawmakers have suspended a senator for six months, a day after she submitted a petition alleging she had been sexually harassed by the senate president.

Natasha Akpoti-Uduaghan last Friday made the accusations against Godswill Akpabio. https://t.co/pXYRCgEDA6 https://t.co/4FpnUt1ao7",RED LION AFRICA MEDIA,"Nairobi, Accra, Abuja, Cairo",Fri Mar 07 02:51:14 +0000 2025,0,0,X_Apify
X_General,"Nigerian lawmakers have suspended Senator Natasha Akpoti-Uduaghanfor six months, after she submitted a petition alleging she had been sexually harassed by the senate president, Godswill Akpabio.

 Is Nigeria a real country???

https://t.co/6ccaQ3UulK",Ronke Lawal,"London, England",Thu Mar 06 19:43:44 +0000 2025,2,0,X_Apify
BBC,"Natasha Akpoti-Uduaghan: Nigerian senator suspended after accusing Godswill Akpabio of sexual abuse

Source: BBC

Shared via the Google app https://t.co/TgUtnxqMdW",Platinum Int’l News,Lives in London,Thu Mar 06 18:59:58 +0000 2025,0,0,X_Apify
X_General,"Nigerian lawmakers have suspended a senator for six months, a day after she submitted a petition alleging she had been sexually harassed by the senate president.

Natasha Akpoti-Uduaghan last Friday made the accusations against Godswill Akpabio. https://t.co/PLZcclhdCe https://t.co/l7jgBTTBkY",BBC News Africa,,Thu Mar 06 17:46:08 +0000 2025,9140,0,X_Apify
X_General,"The petition filed by a Nigerian senator alleging sexual harassment by the senate president has been dismissed.
Godswill Akpabio, one of the country’s most senior politicians, on Wednesday denied the allegations made against him by Natasha Akpoti-Uduaghan. https://t.co/S4uVLLHWzc https://t.co/7Pu4HULtkq",BBC News Africa,,Thu Mar 06 16:46:01 +0000 2025,61,0,X_Apify
X_General,"""My elders were calling on me to back down""

Politics can be a vicious environment, even more so for women. Nigerian politician Natasha Akpoti tells how she was attacked when she decided to run as the gubernatorial candidate of Kogi State: https://t.co/GD9NOYL9j6",BBC News Africa,,Wed Dec 04 13:29:56 +0000 2019,41,0,X_Apify
BBC,"Breaking News :
Natasha Akpoti-Uduaghan: 'The Nigerian Senate is like a cult'

Source: BBC
 https://t.co/hepMwxdB1g

Shared via the Google App",WestMedia,"Nottingham, England",Wed Mar 19 16:01:15 +0000 2025,0,0,X_Apify
BBC,"Breaking News: Senator Natasha Akpoti Uduaghan have presented the sexual harassment EVIDENCE to BBC Africa.

Take a listen https://t.co/DspRS2Z3HH",Pst Okezie JAMES Atañi 🦨,"Ahead to Aso Rock Villa,",Tue Mar 18 15:27:03 +0000 2025,63,0,X_Apify
BBC,"Breaking News :
Natasha Akpoti-Uduaghan: Nigerian senator suspended after accusing Godswill Akpabio of sexual abuse

Source: BBC
 https://t.co/8kOmbZf75M",WestMedia,"Nottingham, England",Thu Mar 06 22:40:08 +0000 2025,0,0,X_Apify
X_General,"Breaking News:

Senator Bukola Saraki dumps Wike set to join Accord Party while Samuel Anyanwu still selling fake forms at the Wadata Plaza. 

Sister Natasha Akpoti have also offered Yahaya Bello the senatorial seat on a Plata of Gold. 

2027 is getting more interesting 🤣🤣🤣. https://t.co/5tZvWpSKSR",𝕋𝕖𝕤𝕝𝕖𝕖𝕞🇳🇬🇺🇲,,Tue May 12 13:39:30 +0000 2026,1,0,X_Apify
X_General,"Breaking News: Senator Bukola Saraki dumps Wike, set to join Accord Party while Samuel Anyanwu still selling fake forms at the Wadata Plaza. 

Sister Natasha Akpoti have also offered Yahaya Bello the senatorial seat on a Plata of Gold. 

2027 is getting more interesting 🤣🤣🤣. https://t.co/qaD6a22WW8",Mayor Of Calabar,,Mon May 11 18:23:40 +0000 2026,10,0,X_Apify
X_General,"Breaking News: Senator Bukola Saraki dumps Wike, set to join Accord Party while Samuel Anyanwu still selling fake forms at the Wadata Plaza. 

Sister Natasha Akpoti have also offered Yahaya Bello the senatorial seat on a Plata of Gold. 

2027 is getting more interesting 🤣🤣🤣. https://t.co/jTfGxzmmj5",winsome,"Los Angeles, CA",Mon May 11 19:05:39 +0000 2026,0,0,X_Apify
